Air Quality,CO,Humidity,NO2,PM10,PM2.5,Population_Density,Proximity_to_Industrial_Areas,SO2,Temperature
2,1.56,85.1,25.3,25.0,18.4,425,5.3,6.5,35.4
3,1.52,72.5,26.9,37.3,17.1,479,5.4,5.2,26.9
0,0.88,43.6,24.5,7.5,1.7,317,10.5,5.9,23.0
2,1.44,87.4,19.4,17.9,11.0,476,9.4,15.2,40.5
0,1.08,47.4,14.3,14.2,8.7,344,10.9,3.6,26.8
1,2.74,104.7,38.6,14.1,1.1,634,4.2,15.6,39.3
3,2.11,92.2,25.2,41.1,18.0,407,3.7,15.7,33.8
3,1.97,72.8,24.4,70.0,59.1,465,6.7,26.2,29.9
3,1.83,64.6,27.6,29.0,13.7,722,5.0,13.0,29.4
0,1.09,42.4,17.8,17.0,13.3,239,11.0,7.4,21.7
0,1.05,54.0,27.9,5.3,2.2,431,10.6,5.3,24.4
2,1.55,84.1,26.5,12.4,0.8,668,7.4,13.1,27.6
3,1.97,67.5,43.4,21.0,16.5,502,9.6,15.4,30.4
2,1.56,62.9,22.5,24.0,17.5,495,6.0,18.1,27.7
0,0.93,48.1,23.1,35.7,32.0,321,10.6,1.1,23.3
2,1.5,54.2,30.7,59.1,49.3,660,6.9,9.9,21.1
0,1.16,44.4,22.9,7.0,0.4,451,10.3,3.7,25.4
0,0.78,54.8,14.0,15.1,6.7,315,11.9,6.6,29.5
1,2.82,82.6,46.3,27.2,17.4,592,3.7,10.1,45.0
0,1.01,51.9,22.5,13.7,9.4,449,10.1,4.9,26.2
0,0.99,44.4,19.1,18.8,11.1,304,13.4,6.2,29.4
3,2.05,91.7,24.8,6.8,5.0,828,3.5,16.8,31.9
3,2.29,84.6,36.2,23.5,8.0,745,5.9,20.6,36.9
1,2.12,62.2,33.7,34.3,20.2,512,8.3,26.4,32.2
0,0.86,77.2,20.9,9.6,0.1,539,10.7,2.2,24.1
0,0.85,40.5,23.8,7.1,2.6,549,13.1,4.4,22.3
3,2.06,60.4,22.1,5.5,2.5,732,3.6,15.1,31.2
2,1.49,82.6,29.0,25.7,18.2,563,6.1,6.7,28.3
3,1.63,87.2,45.1,15.7,5.2,809,4.7,23.3,35.8
0,0.93,65.8,18.6,15.1,8.5,393,10.1,5.0,25.7
0,1.02,81.6,18.5,33.5,25.1,448,15.3,4.2,28.5
0,0.95,75.6,20.7,18.2,15.3,445,12.3,4.6,30.2
0,0.99,41.7,20.3,29.5,24.9,285,12.4,5.6,24.5
0,1.13,54.1,20.1,23.6,18.2,567,12.5,3.3,22.5
0,1.13,41.0,20.4,0.1,1.8,293,15.2,3.5,25.9
2,1.57,71.5,24.5,24.3,11.0,560,8.0,17.1,31.6
0,1.0,48.7,21.3,16.3,11.4,516,14.5,8.7,22.9
0,1.15,68.7,21.2,9.3,6.0,266,15.9,6.5,18.0
2,1.45,70.8,35.7,13.3,4.6,345,12.5,4.8,23.5
0,1.02,62.0,24.2,11.1,6.5,265,10.1,3.4,22.4
1,1.76,91.8,38.3,42.5,12.8,633,4.2,4.8,34.0
2,1.41,78.3,19.1,4.1,2.7,620,5.2,10.8,35.9
0,0.97,49.0,22.1,6.4,3.1,277,11.6,1.8,29.8
0,0.98,62.0,24.8,8.2,6.4,379,12.1,6.1,25.8
2,1.89,89.4,24.1,10.7,3.3,590,12.3,-0.1,28.7
3,1.8,84.0,27.1,21.3,14.8,688,4.0,19.9,37.8
3,1.99,86.2,34.8,25.3,9.1,559,3.9,12.5,23.0
0,1.04,46.6,17.8,6.6,1.8,579,10.4,7.0,29.2
0,1.05,80.5,15.7,7.8,3.1,489,11.3,3.0,25.0
0,0.88,71.2,20.3,12.1,9.4,516,12.9,3.5,25.6
2,1.03,62.3,32.4,10.5,0.8,614,8.1,14.9,23.5
3,1.79,78.8,34.4,14.6,2.4,681,4.3,9.2,34.3
0,1.0,71.3,21.9,35.2,29.9,372,10.8,3.1,21.3
1,2.53,108.9,48.3,71.8,49.7,712,4.8,18.6,35.4
0,1.01,74.4,15.6,9.7,3.0,419,13.2,3.1,28.2
1,2.75,87.7,37.2,22.3,14.0,471,4.4,18.2,44.3
3,1.93,78.7,35.0,16.8,4.5,451,7.4,12.9,38.3
1,2.03,85.1,32.6,47.9,12.6,783,3.9,26.5,40.9
2,1.75,92.2,25.5,29.7,15.1,657,5.8,5.8,29.8
2,1.45,82.2,26.0,16.0,11.2,601,6.8,4.5,32.4
0,1.23,57.5,20.6,18.0,12.9,233,18.1,5.7,21.4
3,2.31,68.6,20.9,42.3,29.9,430,3.8,22.2,33.8
2,1.3,86.0,31.0,17.3,7.5,683,5.8,15.3,32.7
0,0.95,44.2,12.5,20.4,16.7,397,11.7,4.3,26.3
2,1.78,62.6,26.6,20.0,10.1,322,6.0,11.2,33.8
0,0.99,79.9,16.3,12.4,5.3,528,18.6,5.0,23.6
0,1.08,54.4,14.3,12.0,9.0,438,11.1,5.1,29.6
3,2.13,98.7,35.1,29.6,21.6,625,4.0,12.7,30.4
0,0.9,57.8,22.7,10.9,3.8,481,10.6,6.1,27.2
0,0.97,51.3,24.6,30.8,25.2,506,12.0,7.0,24.2
0,1.0,55.0,14.7,17.2,9.7,283,12.8,7.1,20.0
0,0.89,47.4,24.1,4.3,1.8,551,11.4,5.8,20.1
2,1.88,92.3,21.7,18.0,10.7,628,6.2,16.7,29.4
2,1.65,83.8,20.5,61.7,43.8,621,7.1,9.2,31.2
3,2.05,81.9,37.5,17.8,2.0,444,4.3,17.1,40.3
2,1.37,90.3,33.1,20.6,11.9,533,6.3,10.7,27.8
0,1.03,75.2,14.8,8.8,3.2,424,15.2,3.6,22.1
0,1.04,43.6,15.8,5.2,0.2,516,10.0,3.0,29.9
0,0.97,56.3,13.7,15.8,11.8,286,11.8,4.7,32.8
2,1.48,87.1,22.9,48.5,37.0,550,5.4,10.0,28.3
2,1.47,70.9,23.4,17.7,10.6,475,6.3,4.1,24.1
0,1.07,64.0,16.6,6.9,2.4,508,10.3,2.8,25.2
0,1.04,70.4,17.3,12.2,8.1,243,11.0,4.2,24.7
2,1.81,67.1,34.3,74.3,60.9,508,5.3,4.2,25.8
0,1.14,66.9,22.3,11.3,3.1,230,10.6,0.0,24.4
1,2.49,72.6,33.2,86.1,66.5,565,2.7,-0.2,44.1
3,1.34,68.2,25.4,21.0,10.7,637,3.4,12.2,31.8
3,1.52,72.7,30.7,71.8,60.4,610,7.9,19.5,33.8
1,2.14,107.6,41.8,56.4,31.2,767,7.4,19.9,40.4
0,1.04,74.6,15.0,4.9,0.3,256,10.3,1.7,28.1
0,0.89,58.6,15.1,12.3,8.4,255,16.6,5.1,25.0
3,2.41,51.9,36.2,62.7,55.3,403,5.6,1.0,33.6
0,0.98,69.8,23.6,19.8,16.5,310,12.7,5.7,22.3
3,1.65,93.5,30.9,29.8,20.8,713,3.6,7.3,29.2
3,2.14,86.5,33.3,32.8,19.9,623,4.0,12.4,36.5
2,1.68,72.7,23.4,20.2,12.7,679,8.2,16.3,34.8
3,2.12,76.2,32.8,48.7,26.0,612,3.7,3.5,38.6
2,1.34,70.6,24.4,40.2,23.5,393,10.7,12.7,30.9
3,2.16,68.2,47.2,10.2,5.4,725,3.9,12.8,34.0
0,0.95,38.7,19.8,8.5,4.1,264,15.6,5.4,16.6
0,0.74,65.8,25.1,7.0,4.0,322,11.6,0.9,13.4
0,1.09,53.5,15.0,4.1,0.1,380,11.8,6.2,24.6
0,1.07,64.4,24.0,14.9,7.6,544,15.0,3.7,26.7
0,1.05,54.2,25.7,14.9,9.4,525,12.4,2.8,27.6
0,1.09,62.2,19.9,32.7,26.1,259,10.3,8.3,26.3
2,1.54,64.4,21.4,25.0,13.8,324,6.6,14.9,25.7
0,0.99,53.0,22.5,20.6,14.8,509,11.1,5.5,29.6
2,1.11,80.5,25.0,31.5,19.1,373,5.2,11.1,28.2
0,0.94,69.0,21.1,12.7,7.3,593,10.4,6.2,21.7
0,1.02,47.1,16.0,20.0,15.6,329,12.2,4.6,30.8
2,1.3,67.0,31.4,22.0,10.3,513,5.4,1.7,31.6
3,2.21,70.8,28.1,35.2,18.7,651,3.9,20.8,42.3
0,0.99,50.6,13.6,13.1,9.1,245,11.5,6.9,24.3
2,1.42,59.3,26.1,18.8,10.6,337,10.6,15.3,23.0
0,0.98,46.6,14.3,13.6,4.1,218,10.4,1.8,30.9
0,1.01,69.6,13.9,16.7,10.3,509,12.9,10.3,21.2
3,2.49,79.4,31.5,56.1,41.6,542,6.2,16.8,29.1
3,2.32,71.8,29.8,53.4,42.3,485,4.0,13.3,35.8
0,1.11,70.7,15.3,6.3,0.1,454,10.9,6.5,27.3
0,1.11,70.0,22.2,17.8,15.2,482,11.5,5.5,23.6
2,1.65,62.2,25.2,12.4,7.7,393,8.8,7.3,24.5
0,0.98,56.3,26.1,35.8,29.5,298,11.1,2.2,21.6
2,1.32,54.3,29.8,28.1,23.1,638,6.9,14.9,24.6
3,1.74,81.7,39.3,76.5,52.6,755,6.0,14.8,40.6
2,1.49,80.6,22.0,5.1,0.3,647,7.6,4.6,20.6
3,2.19,61.5,45.5,29.4,24.0,806,4.3,14.3,27.1
2,1.42,92.9,35.0,51.9,31.8,526,6.1,10.2,26.6
2,1.52,63.9,14.0,43.3,34.4,350,5.1,13.9,30.8
2,1.25,52.7,34.3,12.1,1.0,355,6.2,5.3,40.0
3,2.18,70.0,37.2,14.1,2.1,495,5.4,21.4,36.0
2,1.78,51.0,17.5,40.0,30.9,294,6.2,4.5,22.3
3,2.09,93.5,25.3,31.4,7.9,522,3.6,9.9,43.6
0,0.98,61.5,22.1,14.2,5.1,489,10.7,2.5,22.8
3,2.62,78.3,26.3,27.7,10.9,651,3.5,14.1,30.6
3,2.2,74.5,43.8,35.0,16.6,374,4.6,11.3,32.4
0,0.9,73.0,15.3,2.9,1.2,522,12.7,5.3,28.6
1,2.27,109.2,51.1,44.9,31.8,640,5.7,12.3,44.1
3,1.68,66.3,33.3,28.8,19.9,474,6.5,20.6,32.1
2,1.66,80.0,32.8,29.5,16.0,459,5.2,2.5,30.4
3,1.79,75.8,31.3,83.7,61.2,592,5.3,19.7,27.1
2,1.23,67.3,23.5,33.1,31.6,670,5.3,13.2,30.3
0,1.04,69.9,25.7,25.7,22.4,417,13.7,7.1,31.1
2,1.27,76.7,31.9,79.9,71.4,550,7.0,12.4,29.5
0,0.94,52.4,21.1,7.4,0.5,200,11.4,5.9,21.4
3,1.7,86.2,33.7,8.8,2.0,538,7.4,22.3,42.0
2,1.59,49.7,25.2,30.6,20.5,347,9.0,15.7,31.2
0,1.04,36.0,22.2,16.7,8.8,407,11.1,2.5,27.4
2,1.09,56.6,25.5,16.4,6.9,327,5.7,6.4,26.6
1,1.94,73.0,48.2,64.7,36.6,514,4.0,20.6,37.2
1,2.26,79.3,29.9,65.4,44.7,523,2.9,21.2,42.2
3,1.82,61.7,32.7,66.4,55.0,614,4.1,13.1,44.3
2,1.07,58.3,29.4,17.0,4.7,349,5.0,7.5,27.1
0,0.87,61.5,20.5,11.0,7.9,378,12.2,7.6,29.5
2,1.5,75.8,33.2,6.4,2.7,335,7.8,6.3,34.7
0,1.03,69.8,17.5,21.7,15.2,294,11.2,6.5,22.2
3,2.0,82.9,39.7,69.3,56.7,543,3.6,8.2,39.1
0,0.87,80.2,17.5,23.3,15.8,512,10.2,7.8,28.7
0,1.02,44.5,23.2,8.1,3.6,221,10.3,1.6,23.5
2,1.31,85.9,28.1,35.3,24.2,497,8.5,8.0,27.8
2,1.37,60.3,30.4,34.0,21.4,315,7.8,3.7,25.6
2,1.6,90.1,31.2,49.5,35.3,358,6.2,7.4,33.0
0,0.92,69.0,13.6,27.0,23.2,444,13.1,2.4,20.6
3,1.61,76.3,38.4,20.7,9.2,726,3.6,17.2,30.3
2,1.46,73.2,23.7,39.6,27.8,563,5.7,1.3,28.2
2,1.46,51.8,19.6,40.1,31.4,634,6.0,12.0,34.9
3,2.29,93.2,44.2,48.3,28.7,592,10.1,11.3,31.0
0,1.0,73.4,20.9,12.2,5.5,188,10.1,4.6,34.1
0,0.95,43.2,21.1,55.1,48.2,537,11.0,1.1,25.4
0,0.92,57.4,22.9,7.9,2.9,361,10.1,2.3,24.7
2,1.51,66.9,26.0,13.2,0.3,379,5.0,9.6,28.2
0,0.83,67.7,22.7,19.3,15.8,546,11.6,6.8,27.4
0,1.13,72.2,17.9,23.5,20.1,581,11.9,2.0,22.6
0,1.09,80.2,12.8,5.6,2.5,278,12.3,3.1,22.5
0,0.9,44.2,14.6,12.2,3.0,305,10.6,4.4,29.1
3,1.87,80.8,25.6,27.8,11.9,716,6.7,16.7,30.5
0,0.92,81.7,19.1,19.8,14.9,242,11.9,5.5,27.1
2,1.3,63.7,24.3,11.0,0.2,574,11.8,18.3,29.2
2,1.52,82.6,31.7,28.1,28.1,601,9.0,12.7,36.1
0,1.05,75.6,12.7,7.0,4.9,331,10.7,3.8,23.0
0,0.92,42.7,19.3,8.4,5.4,418,10.3,4.6,25.6
1,2.16,97.8,47.9,7.6,2.5,688,2.5,27.3,41.7
1,2.76,90.8,29.1,56.9,19.6,684,9.4,17.4,45.5
3,2.39,86.8,38.2,30.2,16.4,479,5.7,22.4,30.3
2,1.45,70.9,26.9,44.7,35.2,455,7.2,5.8,31.1
0,1.1,45.0,15.1,17.5,15.0,487,10.3,0.4,21.6
0,1.25,57.2,25.6,17.4,12.7,450,16.9,3.7,21.8
2,1.32,65.8,25.8,14.2,5.5,380,5.6,11.0,30.7
2,1.6,78.8,31.5,33.1,22.2,494,6.2,10.8,31.7
0,1.01,56.5,17.5,31.9,24.8,329,11.0,6.2,23.5
3,2.19,81.3,28.2,65.0,54.5,709,6.4,11.6,34.2
2,1.41,85.0,29.5,14.2,4.1,608,5.1,13.2,34.7
0,0.89,49.3,16.7,6.3,0.5,239,11.7,3.7,25.1
2,1.41,64.4,26.1,66.2,52.1,584,6.3,8.1,33.3
2,1.47,65.5,30.4,39.8,33.8,629,6.1,11.9,19.6
0,1.0,58.0,25.8,7.0,2.9,562,10.4,2.3,27.4
0,0.93,78.7,23.2,24.2,15.8,384,13.7,9.2,24.6
3,1.71,80.4,36.8,77.1,65.3,597,4.9,16.4,30.1
3,1.94,90.4,35.1,26.7,14.7,543,3.6,4.8,26.3
0,1.08,63.6,16.7,29.5,23.7,412,10.7,5.4,26.2
2,1.89,85.8,29.4,24.8,10.1,507,12.1,8.5,31.0
2,1.46,58.4,24.0,13.2,4.7,629,6.7,8.8,36.3
0,1.05,42.8,24.8,6.7,0.6,599,10.3,9.1,28.4
0,0.96,44.9,12.7,12.5,2.7,405,12.2,3.2,24.8
0,0.95,45.1,18.6,17.6,12.9,605,11.4,6.0,25.0
3,1.62,87.4,37.3,22.3,15.6,412,7.5,13.7,38.5
0,0.88,64.0,15.5,10.8,5.0,470,12.4,3.4,28.0
2,1.8,62.5,29.1,30.6,20.5,346,6.4,9.5,34.0
0,0.88,38.5,22.6,19.5,14.3,369,10.5,5.5,24.9
3,2.21,72.8,33.9,59.2,45.0,707,6.9,13.0,44.1
0,0.88,76.5,19.9,23.2,16.2,330,10.1,8.0,19.9
0,1.05,61.8,26.4,11.0,4.4,397,11.5,3.4,25.0
3,1.79,64.1,30.5,27.3,13.8,626,4.7,20.6,35.8
2,1.76,73.0,23.4,13.8,2.9,315,6.9,7.2,32.4
2,1.63,85.8,20.7,73.1,51.5,683,6.9,16.8,31.8
0,1.14,73.6,21.8,13.6,8.2,472,12.2,5.2,22.7
0,0.99,42.5,16.1,5.1,0.3,326,11.6,5.7,28.1
0,1.16,70.4,20.0,9.3,4.3,591,10.5,5.4,26.8
0,1.22,46.6,13.1,21.9,13.6,253,10.3,7.2,21.4
2,1.3,68.3,21.6,16.8,4.7,478,9.6,13.0,35.2
0,0.84,52.3,17.2,11.8,3.4,243,13.0,7.7,28.2
3,1.64,93.5,36.6,29.2,8.5,766,6.0,16.3,30.4
3,2.15,98.2,32.2,42.8,23.7,493,6.5,19.1,36.9
0,0.83,70.5,15.3,9.8,2.8,326,11.0,4.4,21.9
2,1.21,87.7,24.8,22.6,16.8,605,11.3,4.0,35.6
2,1.54,58.5,27.1,31.9,17.0,405,5.4,9.3,30.6
0,0.86,76.1,15.0,9.4,0.8,458,10.8,1.9,24.8
0,1.1,73.8,20.1,6.7,1.4,532,14.2,4.3,19.7
2,1.49,60.1,34.5,50.5,34.2,605,7.8,8.0,32.0
3,1.73,107.4,31.2,53.4,35.4,631,5.6,23.4,30.6
2,1.23,57.1,27.0,12.0,4.4,395,6.1,7.7,31.9
0,1.03,54.7,14.2,15.8,10.2,535,10.2,5.0,25.8
1,2.66,99.0,50.0,37.8,28.8,586,2.5,16.0,35.0
0,0.94,74.9,19.0,46.7,42.2,421,11.9,3.0,25.5
0,1.06,58.9,19.6,4.5,0.2,355,10.7,5.5,30.4
2,1.65,56.0,23.4,21.0,12.8,277,5.3,10.6,28.2
0,0.98,64.0,16.8,4.3,2.5,445,10.3,6.5,29.7
0,0.92,46.8,16.5,34.7,26.3,428,10.6,6.6,27.1
2,1.63,57.4,35.5,17.0,2.5,365,6.1,10.3,27.4
0,0.76,62.5,16.2,39.6,28.6,586,11.2,8.7,28.9
0,0.92,57.2,23.7,7.0,2.0,419,10.7,7.9,28.0
0,1.03,67.1,22.1,23.0,18.2,569,15.6,5.9,28.8
0,1.0,64.2,18.8,17.2,12.5,323,14.1,5.2,27.8
2,1.55,62.0,22.7,82.5,75.4,642,5.9,19.2,31.5
0,1.01,80.9,13.8,31.1,24.7,522,13.7,7.2,25.5
3,1.88,109.9,26.7,14.8,2.8,511,9.0,15.2,33.2
3,2.27,87.2,33.3,25.1,15.5,670,5.1,17.7,24.7
0,0.9,58.4,12.1,33.4,27.3,410,10.7,8.3,29.8
3,2.16,70.6,29.2,17.9,9.2,569,4.6,18.0,40.1
0,0.99,41.6,19.6,25.3,22.5,263,11.2,5.8,29.1
3,1.99,96.1,39.5,31.9,4.5,614,4.5,0.7,27.8
2,1.73,78.8,24.6,29.6,18.1,441,6.8,11.3,34.2
0,1.06,73.0,11.2,16.3,11.6,494,11.4,3.0,25.5
3,2.94,80.8,30.7,31.9,10.5,558,4.0,21.5,29.6
3,2.35,57.4,34.9,83.0,75.0,505,3.7,1.6,38.5
3,2.02,82.8,28.7,19.8,5.6,710,8.0,19.1,24.6
2,1.41,52.6,21.0,17.5,9.4,498,10.8,12.1,23.3
0,1.09,56.3,17.5,25.0,13.8,605,10.5,6.9,21.7
2,1.35,83.3,25.2,22.4,11.0,528,10.2,14.7,22.2
3,2.18,71.9,29.7,27.3,0.7,593,4.8,23.8,38.2
2,1.58,54.0,28.9,28.5,15.7,487,8.0,17.2,34.4
3,2.18,74.4,28.9,38.8,27.5,778,4.2,21.3,41.4
0,0.89,55.5,12.7,5.7,4.1,545,13.9,4.3,24.0
0,1.02,54.3,23.8,7.6,4.2,299,11.7,5.8,26.4
2,1.45,75.7,18.7,29.2,17.5,462,7.0,11.8,25.4
0,0.94,53.5,20.3,35.6,28.3,530,10.8,4.3,18.7
0,0.99,58.7,23.8,6.5,2.6,530,11.2,6.4,26.3
1,2.29,69.9,48.6,68.3,67.9,871,2.6,23.2,45.9
0,0.85,70.5,21.6,39.4,34.7,283,10.8,4.5,23.1
0,1.08,41.1,24.8,8.4,1.7,590,11.2,4.9,20.9
2,1.08,84.3,15.5,25.4,18.2,431,5.5,10.9,27.0
0,1.06,40.1,25.9,17.6,12.0,390,13.3,7.2,28.8
3,1.74,61.3,34.9,6.2,3.4,672,4.4,24.1,26.4
2,1.1,61.5,28.7,30.1,35.3,312,5.7,6.4,36.4
3,2.33,98.3,35.4,11.7,5.8,561,8.4,25.2,42.6
2,1.36,68.6,28.4,20.6,14.6,412,7.2,6.4,34.4
3,2.17,58.3,28.4,29.6,9.6,422,3.5,13.7,38.6
3,1.8,75.2,32.5,28.9,8.9,517,7.1,16.6,34.8
2,1.68,83.9,31.4,9.5,7.0,524,5.1,7.8,34.9
0,0.86,65.8,18.7,5.2,0.3,303,11.0,7.0,25.6
0,1.15,49.6,15.1,43.0,38.8,469,10.2,6.2,26.0
0,0.95,38.3,21.1,8.8,4.0,285,10.2,9.1,19.6
0,0.89,45.5,15.5,17.0,9.4,373,14.1,6.4,18.2
2,1.65,54.7,30.1,7.2,5.2,520,5.8,18.6,30.1
0,0.99,54.6,18.6,14.1,7.7,340,11.6,6.7,29.6
2,1.19,73.9,27.7,19.8,7.1,545,6.1,4.1,30.9
2,1.59,81.4,27.9,24.8,14.5,392,7.1,15.9,30.9
0,0.84,56.3,23.3,20.3,16.4,271,10.8,9.4,21.9
2,1.54,50.6,32.2,14.4,1.1,634,7.4,13.1,21.1
2,1.49,86.1,29.5,52.2,44.5,689,5.5,15.4,24.0
3,2.39,75.9,44.0,28.7,5.6,536,5.2,24.8,35.5
2,1.46,83.7,25.7,20.6,5.8,698,5.1,11.9,29.2
0,1.02,65.2,28.2,38.7,34.2,532,10.7,5.9,22.4
2,1.04,82.2,29.8,14.3,2.4,481,5.1,10.6,40.8
3,2.0,82.6,27.9,31.9,11.4,750,4.5,18.5,39.1
2,1.59,90.5,19.6,17.4,14.3,494,7.0,6.4,34.1
0,0.93,73.7,15.9,14.6,9.2,512,13.6,3.5,20.1
2,1.47,82.0,27.0,19.5,14.5,697,8.2,9.3,28.1
3,2.05,73.0,34.2,35.5,15.0,655,3.7,8.1,39.3
0,0.93,48.9,13.7,11.1,6.7,549,11.4,7.1,21.9
3,2.04,79.8,33.5,10.9,2.3,602,4.3,14.1,25.3
0,1.01,39.5,18.6,16.9,11.7,206,16.5,7.0,25.7
0,0.94,73.3,21.6,12.5,7.8,322,10.2,4.5,24.5
2,1.73,76.1,20.2,21.8,16.6,633,5.3,5.7,26.4
0,0.99,65.5,24.8,16.1,12.3,405,10.9,3.1,26.0
2,1.65,61.4,27.8,53.1,37.3,529,5.1,11.8,32.6
2,1.76,80.3,23.3,13.0,3.1,600,7.3,10.1,33.4
0,1.37,73.2,25.3,7.3,3.5,399,10.7,4.6,24.5
3,1.74,72.3,29.8,22.2,13.7,555,9.7,10.1,30.2
0,1.02,47.7,17.7,17.9,15.6,426,12.9,2.9,24.1
0,0.9,79.3,22.0,13.3,6.2,579,10.5,6.6,24.0
2,1.4,60.8,31.8,34.7,20.4,667,7.6,9.5,28.7
0,1.05,54.6,18.8,7.7,1.0,208,11.1,3.2,31.6
3,1.56,61.2,29.7,34.2,15.8,675,10.4,18.3,47.1
2,1.69,67.4,31.9,12.5,4.4,311,5.8,11.2,26.9
0,0.91,79.9,16.6,33.8,26.9,365,10.1,6.0,27.3
0,1.1,73.2,17.2,11.8,8.6,345,11.4,4.8,27.3
0,1.15,69.7,25.0,21.7,19.1,595,12.5,9.2,22.2
0,1.1,59.1,23.4,6.1,1.5,511,10.9,7.0,28.3
0,0.83,44.0,15.1,3.1,1.3,405,19.2,5.0,28.5
0,0.86,68.1,28.8,35.6,30.4,485,11.0,5.0,27.7
2,1.71,66.8,30.4,18.7,10.5,589,10.8,10.5,26.9
0,0.99,55.3,12.5,15.3,11.2,200,17.5,6.6,24.7
0,0.83,70.1,25.8,17.4,9.5,596,12.3,4.4,25.1
0,0.95,61.4,22.1,10.4,4.2,447,10.9,-0.1,21.5
2,1.34,71.8,28.7,24.3,6.7,571,6.9,12.4,30.1
2,1.64,84.3,24.8,9.2,1.0,614,9.2,2.7,24.8
1,2.35,104.3,41.7,44.1,25.9,676,7.1,15.9,34.0
2,1.65,64.6,30.5,18.9,12.6,505,7.2,9.5,32.7
2,1.64,62.5,31.0,38.3,28.9,688,5.1,7.0,32.4
2,1.68,79.6,21.6,37.8,21.5,655,5.6,11.1,28.4
0,0.97,67.5,24.6,8.1,4.9,471,14.2,3.6,22.5
0,0.92,44.8,12.1,8.8,4.2,298,14.0,3.9,28.8
2,1.39,56.7,26.4,25.2,7.9,662,7.0,11.4,30.1
2,1.22,80.6,23.6,13.0,3.3,367,6.1,14.5,24.2
2,1.39,82.0,26.9,30.1,20.8,424,7.2,11.6,29.7
2,1.49,65.4,23.1,56.2,49.1,385,7.9,10.2,34.1
0,1.13,46.1,15.1,2.2,0.0,465,10.8,6.8,24.0
3,1.54,93.5,29.3,30.2,9.8,402,5.4,13.4,29.1
3,2.3,73.8,40.0,36.9,16.9,451,5.1,25.8,37.7
0,0.88,46.0,17.1,14.7,9.2,333,10.2,1.3,25.6
0,1.06,38.8,16.6,24.5,16.9,485,11.2,3.4,24.7
3,2.3,90.5,30.7,33.1,21.9,443,7.2,19.9,36.6
2,1.79,90.1,19.0,52.9,45.9,550,6.7,10.9,24.6
0,1.16,76.8,13.1,40.2,33.8,326,12.6,3.6,29.6
2,1.39,66.1,23.4,9.5,1.5,691,6.6,8.2,31.5
0,1.02,50.9,19.5,18.3,11.1,287,11.6,5.1,22.3
2,1.78,56.0,21.0,15.9,6.0,434,6.4,12.3,32.9
2,1.07,83.5,28.6,24.0,11.8,690,9.0,9.0,28.1
0,1.17,46.0,22.8,8.2,3.9,392,10.4,0.2,25.2
0,0.98,68.8,13.6,7.0,1.2,368,11.1,6.1,29.5
2,1.46,89.0,34.3,31.7,22.8,623,5.8,10.9,24.2
2,1.31,91.8,28.3,10.5,5.1,376,9.6,7.2,26.8
0,0.95,52.4,12.2,14.6,11.0,418,18.7,4.4,20.2
0,0.91,39.6,21.7,7.3,0.8,438,10.9,5.8,23.2
2,1.3,56.2,29.4,16.8,8.5,414,5.0,10.3,25.8
3,1.69,59.2,38.2,25.1,9.5,450,4.9,19.9,33.3
3,2.18,69.1,30.1,89.9,75.3,483,8.4,10.8,25.2
0,1.04,62.3,14.1,6.0,1.1,533,10.9,5.6,27.5
0,1.09,76.0,13.1,4.5,1.0,248,10.2,2.7,26.0
3,2.43,95.1,26.2,31.3,15.8,616,5.5,11.0,38.2
3,1.91,82.4,41.2,27.3,12.6,471,4.3,9.1,41.4
0,0.92,76.9,20.6,5.7,2.5,339,11.3,6.0,22.2
2,1.64,49.3,21.3,48.4,40.9,617,11.6,8.8,28.2
0,1.05,48.7,12.8,24.7,18.1,224,10.8,4.6,27.3
0,0.85,41.7,21.5,12.1,5.7,407,10.3,6.1,22.6
3,1.75,88.7,34.3,64.1,37.5,592,6.2,5.6,48.6
3,1.75,95.2,36.2,21.6,7.0,564,4.5,13.8,36.0
0,1.09,59.5,22.9,9.8,6.5,595,10.5,5.0,21.2
0,1.0,55.8,19.9,26.4,18.9,579,12.0,7.3,25.8
3,2.08,100.9,46.0,19.9,3.5,473,6.6,18.4,37.1
0,1.0,47.3,15.6,18.8,10.6,271,11.4,6.2,21.5
0,1.06,66.9,25.5,14.6,12.1,442,13.9,4.5,27.8
0,1.03,73.0,17.1,13.8,10.5,571,10.4,6.3,23.6
3,1.52,68.3,30.6,72.7,54.1,570,7.2,25.1,33.5
2,1.48,75.1,26.0,31.7,25.1,666,6.9,10.3,21.2
2,1.64,76.2,30.0,28.7,16.8,644,5.7,8.2,28.4
2,1.08,51.8,21.7,45.9,30.9,460,6.9,7.4,31.7
2,1.53,62.8,23.5,35.1,24.6,543,5.4,12.3,28.4
2,1.43,58.8,33.0,50.7,39.1,408,7.9,9.8,27.7
0,0.97,78.7,13.0,6.4,0.1,193,10.8,4.7,24.7
2,1.54,74.8,22.0,65.2,53.5,399,5.4,11.4,32.5
2,1.63,83.2,24.2,16.6,6.7,566,9.3,10.1,27.5
0,1.06,75.7,17.0,34.0,29.5,483,10.3,5.9,24.2
0,1.15,69.8,26.4,8.5,5.7,443,12.4,2.9,24.7
0,1.3,64.3,26.5,15.9,10.7,451,12.8,3.8,26.8
0,0.83,72.1,24.7,25.9,20.4,238,10.7,2.8,27.3
0,1.09,45.4,20.0,14.4,4.6,310,10.4,7.8,23.1
